-8.186536146356652999e-02,-3.594426307137957299e-02,-1.067295000499999952e-01,-8.186536146356652999e-02,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.392304335848592034e-01,1.052446694867827381e-01,9.886400689763034932e-02
-7.186536146356653498e-02,-3.594426307137957299e-02,-1.067295000499999952e-01,-7.186536146356653498e-02,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.335956825910050438e-01,1.052446694867827381e-01,8.917574994463468852e-02
-6.186536146356653998e-02,-3.594426307137957299e-02,-1.067295000499999952e-01,-6.186536146356653998e-02,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.284931872812143938e-01,1.052446694867827381e-01,7.956467115825544001e-02
-5.186536146356654498e-02,-3.594426307137957299e-02,-1.067295000499999952e-01,-5.186536146356654498e-02,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.239886766943413404e-01,1.052446694867827381e-01,7.006253931206488095e-02
-4.186536146356654997e-02,-3.594426307137957299e-02,-1.067295000499999952e-01,-4.186536146356654997e-02,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.201494266284386936e-01,1.052446694867827381e-01,6.072052316299610814e-02
-3.186536146356655497e-02,-3.594426307137957299e-02,-1.067295000499999952e-01,-3.186536146356655497e-02,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.170409222873403515e-01,1.052446694867827381e-01,5.162561817083895915e-02
-2.186536146356655996e-02,-3.594426307137957299e-02,-1.067295000499999952e-01,-2.186536146356655996e-02,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.147225795586898078e-01,1.052446694867827381e-01,4.293514842008314819e-02
-1.186536146356656496e-02,-3.594426307137957299e-02,-1.067295000499999952e-01,-1.186536146356656496e-02,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.132429381079834985e-01,1.052446694867827381e-01,3.495210277204904847e-02
-1.865361463566569955e-03,-3.594426307137957299e-02,-1.067295000499999952e-01,-1.865361463566569955e-03,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.126350558310211386e-01,1.052446694867827381e-01,2.828200853053384339e-02
8.134638536433425049e-03,-3.594426307137957299e-02,-1.067295000499999952e-01,8.134638536433425049e-03,3.594426307137960075e-02,-1.067295000499999952e-01,8.211108274898070482e-17,-1.870132503777083392e-16,1.000000000000000000e+00,-1.291302064720288752e-02,-1.422351261976793034e-02,-1.599683219909381425e-18,1.422351261976792167e-02,-1.291302064720286844e-02,-1.034764999500000088e-01,1.129130133013281911e-01,1.052446694867827381e-01,2.404359633778814162e-02
